timestamp,time_seconds,time_delta,altitude,temperature,latitude,longitude,bit_flips_count,max_run_length,sram_region_0_errors,sram_region_1_errors,sram_region_2_errors,sram_region_3_errors,cosmic_intensity,bit_flip_rate,altitude_change_rate,temperature_gradient,cosmic_ray_intensity,bit_flip_ma_5,altitude_ma_10,anomaly_label,anomaly_score,predicted_seu_count
2025-05-26 21:24:35.646414,0.0,15.010423905489924,14.32803240373331,15.82695820552884,39.0000333683632,-98.0002187220399,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1.003189081535901,0.0,14.32803240373331,-1,-0.0991029395723928,0.0
2025-05-26 21:24:50.646425,15.010423905489924,15.010423905489924,66.65274496368801,16.07781305294233,39.000533352283455,-97.9970967962275,0,0,0,0,0,0,1.0136113145660288,0.0,3.485891730267352,0.25085484741348907,1.0149219582388387,0.0,40.49038868371066,-1,-0.09845836603709335,0.0
2025-05-26 21:25:05.646427,30.02084781097985,15.010423905489924,111.20056334057163,13.037176245761705,39.00084225325449,-97.99778524535836,0,0,0,0,0,0,1.027422368436954,0.0,2.9677921594599783,-3.040636807180624,1.0250190894779796,0.0,64.06044690266431,-1,-0.08215695375824772,0.0
2025-05-26 21:25:20.646428,45.031271716469774,15.010423905489926,192.48239555856023,11.304042281153276,39.0038169201667,-97.99508317611556,0,0,0,0,0,0,1.0414362748972363,0.0,5.415025766744702,-1.7331339646084292,1.043701851354078,0.0,96.1659340666383,-1,-0.07341382829452181,0.0
2025-05-26 21:25:35.646429,60.0416956219597,15.010423905489922,245.2674854475734,16.25093989511389,39.004677214684925,-97.99161988016247,0,0,0,0,0,0,1.0556561983041224,0.0,3.5165622384393496,4.946897613960616,1.0560165797218732,0.0,125.98624434282533,-1,-0.09569097739738064,0.0
2025-05-26 21:25:50.646431,75.05211952744962,15.010423905489922,292.75237059894494,12.592980535686038,39.00598330280678,-97.98960492842208,0,0,0,0,0,0,1.0700853549637726,0.0,3.163460635778873,-3.6579593594278528,1.0672188748540443,0.0,153.78059871884525,-1,-0.07623239740227739,0.0
2025-05-26 21:26:05.646432,90.06254343293955,15.01042390548993,363.248091016695,14.953408891852376,39.00856487388667,-97.989704847468,0,0,0,0,0,0,1.0847270140230292,0.0,4.696451003756589,2.360428356166338,1.0840692643779006,0.0,183.70452618996666,-1,-0.08819494347515378,0.0
2025-05-26 21:26:20.646434,105.07296733842946,15.010423905489915,443.44685257798216,11.14035370900637,39.01062118241093,-97.98795752339282,0,0,0,0,0,0,1.0995844983771133,0.0,5.342871198457975,-3.813055182846007,1.1035626787070074,0.0,216.1723169884686,-1,-0.07023089426598184,0.0
2025-05-26 21:26:35.646436,120.0833912439194,15.01042390548993,497.1719223400093,9.320300854153524,39.01265211404124,-97.98510762806455,0,0,0,0,0,0,1.114661185593547,0.0,3.579184045720233,-1.820052854852845,1.116816971449397,0.0,247.39449536086198,-1,-0.05969743503771996,0.0
2025-05-26 21:26:50.646438,135.09381514940932,15.01042390548993,557.361000578907,12.226565591067612,39.01278522812643,-97.9844207476375,0,0,0,0,0,0,1.1299605088526017,0.0,4.0098186845265635,2.9062647369140873,1.1318551363035458,0.0,278.3911458826665,-1,-0.06703599376940095,0.0
2025-05-26 21:27:05.646440,150.10423905489924,15.010423905489915,621.2530256643545,8.91105031041303,39.01348801459168,-97.98297067397829,0,0,0,0,0,0,1.1454859579045735,0.0,4.256510374905507,-3.315515280654582,1.1480401003725365,0.0,339.0836452087286,-1,-0.05509382488465475,0.0
2025-05-26 21:27:20.646441,165.11466296038915,15.010423905489915,679.7686000435037,10.6344753045959,39.017460023824185,-97.980577687821,0,0,0,0,0,0,1.1612410800442097,0.0,3.898329237573881,1.7234249941828708,1.1630660781431488,0.0,400.3952307167102,-1,-0.05828421522551552,0.0
2025-05-26 21:27:35.646442,180.1250868658791,15.010423905489944,740.2373022013718,10.074679805132734,39.01608708581188,-97.97762487467844,0,0,0,0,0,0,1.1772294811025896,0.0,4.028447333572778,-0.5597954994631671,1.1788002432873337,0.0,463.29890460279023,-1,-0.059053210382653654,0.0
2025-05-26 21:27:50.646443,195.135510771369,15.010423905489915,810.1474347825091,9.808203408299644,39.01984743886414,-97.97704212620371,0,0,0,0,0,0,1.1934548264567968,0.0,4.6574389251970665,-0.2664763968330899,1.1972565885380608,0.0,525.0654085251851,-1,-0.054877488974931055,0.0
2025-05-26 21:28:05.646444,210.14593467685893,15.010423905489915,853.1414413630869,6.908926141959399,39.01899596506735,-97.9722039498003,0,0,0,0,0,0,1.209920842057707,0.0,2.864276642104234,-2.8992772663402446,1.2087502649389403,0.0,585.8528041167365,-1,-0.0510931948783111,0.0
2025-05-26 21:28:20.646446,225.15635858234887,15.010423905489944,917.4192442055212,5.7683880961768965,39.02226502814586,-97.97357086837349,0,0,0,0,0,0,1.2266313154762276,0.0,4.282211031956614,-1.1405380457825025,1.2261399014996508,0.0,648.3194914773941,-1,-0.04752799703508159,0.0
2025-05-26 21:28:35.646447,240.1667824878388,15.010423905489915,987.6970457227316,10.699994504215256,39.0226042434728,-97.97118295855344,0,0,0,0,0,0,1.243590096968338,0.0,4.681933165891935,4.93160640803836,1.245439192017868,0.0,710.7643869479978,-1,-0.05866752516615581,0.0
2025-05-26 21:28:50.646448,255.1772063933287,15.010423905489915,1029.2131737023533,7.466778495276775,39.02469950571936,-97.96827623172214,0,0,0,0,0,0,1.260801100559273,0.0,2.765819822346097,-3.2332160089384816,1.2569825391247376,0.0,769.3410190604349,-1,-0.0516645185098249,0.0
2025-05-26 21:29:05.646449,270.18763029881865,15.010423905489944,1112.1764687811244,6.201418797099822,39.02463253387417,-97.9668182385326,0,0,0,0,0,0,1.2782683051472137,0.0,5.527045445294051,-1.2653596981769528,1.280371571955764,0.0,830.8414737045463,-1,-0.047222284253472635,0.0
