timestamp,time_seconds,time_delta,altitude,temperature,latitude,longitude,bit_flips_count,max_run_length,sram_region_0_errors,sram_region_1_errors,sram_region_2_errors,sram_region_3_errors,cosmic_intensity
2025-05-26 21:24:35.646414,0.0,15.010423905489924,14.32803240373331,15.82695820552884,39.0000333683632,-98.0002187220399,0,0,0,0,0,0,1.0
2025-05-26 21:24:50.646425,15.010423905489924,15.010423905489924,66.65274496368801,16.07781305294233,39.000533352283455,-97.9970967962275,0,0,0,0,0,0,1.0136113145660288
2025-05-26 21:25:05.646427,30.02084781097985,15.010423905489924,111.20056334057165,13.037176245761703,39.00084225325449,-97.99778524535836,0,0,0,0,0,0,1.0274223684369541
2025-05-26 21:25:20.646428,45.031271716469774,15.010423905489926,192.48239555856026,11.304042281153277,39.0038169201667,-97.99508317611557,0,0,0,0,0,0,1.0414362748972363
2025-05-26 21:25:35.646429,60.0416956219597,15.010423905489922,245.2674854475734,16.25093989511389,39.004677214684925,-97.99161988016247,0,0,0,0,0,0,1.0556561983041224
2025-05-26 21:25:50.646431,75.05211952744962,15.010423905489922,292.75237059894494,12.592980535686038,39.00598330280678,-97.98960492842207,0,0,0,0,0,0,1.0700853549637726
2025-05-26 21:26:05.646432,90.06254343293955,15.01042390548993,363.248091016695,14.953408891852376,39.00856487388667,-97.98970484746799,0,0,0,0,0,0,1.0847270140230292
2025-05-26 21:26:20.646434,105.07296733842946,15.010423905489915,443.44685257798216,11.14035370900637,39.01062118241093,-97.98795752339282,0,0,0,0,0,0,1.0995844983771133
2025-05-26 21:26:35.646436,120.0833912439194,15.01042390548993,497.1719223400093,9.320300854153523,39.01265211404124,-97.98510762806455,0,0,0,0,0,0,1.1146611855935473
2025-05-26 21:26:50.646438,135.09381514940932,15.01042390548993,557.361000578907,12.226565591067612,39.01278522812643,-97.9844207476375,0,0,0,0,0,0,1.1299605088526017
2025-05-26 21:27:05.646440,150.10423905489924,15.010423905489915,621.2530256643545,8.91105031041303,39.01348801459168,-97.98297067397829,0,0,0,0,0,0,1.1454859579045737
2025-05-26 21:27:20.646441,165.11466296038915,15.010423905489915,679.7686000435037,10.6344753045959,39.017460023824185,-97.980577687821,0,0,0,0,0,0,1.1612410800442097
2025-05-26 21:27:35.646442,180.1250868658791,15.010423905489944,740.2373022013718,10.074679805132734,39.016087085811876,-97.97762487467845,0,0,0,0,0,0,1.1772294811025896
2025-05-26 21:27:50.646443,195.135510771369,15.010423905489915,810.1474347825091,9.808203408299645,39.01984743886414,-97.97704212620373,0,0,0,0,0,0,1.1934548264567968
2025-05-26 21:28:05.646444,210.14593467685893,15.010423905489915,853.1414413630869,6.908926141959399,39.01899596506735,-97.9722039498003,0,0,0,0,0,0,1.209920842057707
2025-05-26 21:28:20.646446,225.15635858234887,15.010423905489944,917.4192442055212,5.7683880961768965,39.02226502814586,-97.97357086837349,0,0,0,0,0,0,1.2266313154762276
2025-05-26 21:28:35.646447,240.1667824878388,15.010423905489915,987.6970457227317,10.699994504215256,39.0226042434728,-97.97118295855343,0,0,0,0,0,0,1.243590096968338
2025-05-26 21:28:50.646448,255.1772063933287,15.010423905489915,1029.2131737023533,7.466778495276775,39.02469950571936,-97.96827623172214,0,0,0,0,0,0,1.260801100559273
2025-05-26 21:29:05.646449,270.18763029881865,15.010423905489944,1112.1764687811244,6.201418797099822,39.02463253387417,-97.96681823853261,0,0,0,0,0,0,1.2782683051472137
2025-05-26 21:29:20.646450,285.19805420430856,15.010423905489915,1183.9555796599766,12.736112642380634,39.02993296818394,-97.96619709478965,0,0,0,0,0,0,1.295995755626843
2025-05-26 21:29:35.646452,300.2084781097985,15.010423905489915,1211.1777520875758,5.088660571606987,39.028889810130025,-97.96350255420064,0,0,0,0,0,0,1.3139875640331409
2025-05-26 21:29:50.646453,315.2189020152884,15.010423905489915,1290.9951691459428,7.387239138236919,39.02828168049015,-97.96273902077013,0,0,0,0,0,0,1.3322479107057936
2025-05-26 21:30:05.646454,330.2293259207783,15.010423905489915,1348.5415131237564,4.034227851985104,39.03176999339847,-97.9607193455728,0,0,0,0,0,0,1.3507810454746059
2025-05-26 21:30:20.646455,345.2397498262683,15.010423905489972,1397.0020029021766,5.6939729695134345,39.033606042398496,-97.95903591334859,0,0,0,0,0,0,1.3695912888663033
2025-05-26 21:30:35.646456,360.2501737317582,15.010423905489915,1482.437236053775,8.429169042096488,39.03405956397691,-97.95450757132556,0,0,0,0,0,0,1.3886830333331301
2025-05-26 21:30:50.646458,375.2605976372481,15.010423905489915,1529.9728665000503,6.264692494097189,39.03474722871208,-97.9523959116809,0,0,0,0,0,0,1.408060744503647
2025-05-26 21:31:05.646459,390.271021542738,15.010423905489915,1595.0000150796427,2.663855117265776,39.03790130200923,-97.95363136333866,0,0,0,0,0,0,1.4277289624561451
2025-05-26 21:31:20.646460,405.28144544822794,15.010423905489915,1659.8159103925607,2.125081634775439,39.0396736809059,-97.95119359503585,0,0,0,0,0,0,1.4476923030151
2025-05-26 21:31:35.646462,420.29186935371786,15.010423905489915,1729.5658139548864,4.10854309035195,39.041374709088494,-97.94828236942467,0,0,0,0,0,0,1.467955459071098
2025-05-26 21:31:50.646463,435.30229325920783,15.010423905489972,1781.5136096569836,1.2534534884082722,39.04158782031953,-97.94551211433065,0,0,0,0,0,0,1.4885232019246741
2025-05-26 21:32:05.646464,450.31271716469774,15.010423905489915,1861.584312666892,6.999477288188038,39.04274758000462,-97.94636822329046,0,0,0,0,0,0,1.5094003826545106
2025-05-26 21:32:20.646465,465.32314107018766,15.010423905489915,1908.9624559559918,3.258389706800611,39.04299658477376,-97.9429953280232,0,0,0,0,0,0,1.5305919335104547
2025-05-26 21:32:35.646466,480.3335649756776,15.010423905489915,1982.268721844852,3.618212346310403,39.04488380449205,-97.94055266085726,0,0,0,0,0,0,1.5521028693318197
2025-05-26 21:32:50.646468,495.3439888811675,15.010423905489915,2036.6770011899328,1.4979667957455995,39.04570766314644,-97.93938526475146,0,0,0,0,0,0,1.5739382889914462
2025-05-26 21:33:05.646469,510.3544127866574,15.010423905489915,2110.5964348483026,0.7858793393977377,39.04883672134087,-97.93765175483482,0,0,0,0,0,0,1.596103376866008
2025-05-26 21:33:20.646470,525.3648366921474,15.010423905489972,2177.596373513682,1.1120022076688811,39.049851515716824,-97.93464419452253,0,0,0,0,0,0,1.6186034043330564
2025-05-26 21:33:35.646471,540.3752605976373,15.010423905489915,2215.80954038211,-1.599473498687529,39.05187676920937,-97.93379020938292,0,0,0,0,0,0,1.6414437312953052
2025-05-26 21:33:50.646472,555.3856845031272,15.010423905489915,2303.9190874026394,-2.6630198527960456,39.05267542472036,-97.93380396310609,0,0,0,0,0,0,1.6646298077326724
2025-05-26 21:34:05.646474,570.3961084086171,15.010423905489915,2362.221447892678,-1.03443050400822,39.05192057543196,-97.92949001674329,0,0,0,0,0,0,1.6881671752826006
2025-05-26 21:34:20.646475,585.406532314107,15.010423905489915,2424.4216056749433,-3.850300064666939,39.055594287234904,-97.92683429137242,0,0,0,0,0,0,1.712061468849189
2025-05-26 21:34:35.646476,600.416956219597,15.010423905489915,2476.715695210472,-1.1237941874754016,39.05685564986504,-97.92533482983346,0,0,0,0,0,0,1.7363184182416795
2025-05-26 21:34:50.646478,615.4273801250869,15.010423905489915,2550.344798014757,0.15254515340393027,39.05837112588992,-97.92290499353065,0,0,0,0,0,0,1.7609438498428582
2025-05-26 21:35:05.646479,630.4378040305768,15.010423905489915,2600.7750331071916,-5.217553231768962,39.06198422925476,-97.92107953783518,0,0,0,0,0,0,1.7859436883079287
2025-05-26 21:35:20.646480,645.4482279360667,15.010423905489915,2692.1425885018716,-2.6135855619558224,39.06239583302184,-97.92293259134469,0,0,0,0,0,0,1.811323958294439
2025-05-26 21:35:35.646482,660.4586518415566,15.010423905489915,2758.0374683858945,-4.830295070100475,39.061983315380004,-97.92074077127864,0,0,0,0,0,0,1.8370907862238504
2025-05-26 21:35:50.646483,675.4690757470466,15.010423905490029,2801.571668439543,-4.682655990898815,39.06571677181319,-97.9169078886895,0,0,0,0,0,0,1.863250402075341
2025-05-26 21:36:05.646484,690.4794996525366,15.010423905489915,2870.1603289519476,-1.6122963873614635,39.066153103672,-97.9171544864303,0,0,0,0,0,0,1.889809141212465
2025-05-26 21:36:20.646485,705.4899235580265,15.010423905489915,2923.8854645483384,-5.682331970963712,39.067308754993874,-97.91372519103672,0,0,0,0,0,0,1.9167734462432784
2025-05-26 21:36:35.646486,720.5003474635164,15.010423905489915,2986.1281329593653,-2.4994668780153244,39.07097027525435,-97.91206367392935,0,0,0,0,0,0,1.944149868914581
2025-05-26 21:36:50.646487,735.5107713690063,15.010423905489915,3064.5259270544984,-3.5918180775228556,39.06988760790768,-97.90941701993428,0,0,0,0,0,0,1.9719450720409026
2025-05-26 21:37:05.646488,750.5211952744962,15.010423905489915,3132.1964616406935,-4.379242748850283,39.07104905069456,-97.90672206056291,0,0,0,0,0,0,2.0001658314689132
2025-05-26 21:37:20.646489,765.5316191799861,15.010423905489915,3186.7682575115864,-6.790883340841049,39.07253778755908,-97.90656371209387,0,0,0,0,0,0,2.028819038077919
2025-05-26 21:37:35.646491,780.542043085476,15.010423905489915,3253.464308732885,-9.970924908852616,39.07437739512358,-97.90330201344673,0,0,0,0,0,0,2.057911699817131
2025-05-26 21:37:50.646492,795.552466990966,15.010423905489915,3303.0948357206007,-5.582999075489708,39.07402361344167,-97.90130023041307,0,0,0,0,0,0,2.087450943780407
2025-05-26 21:38:05.646493,810.5628908964559,15.010423905489915,3371.459186793561,-10.065610597399536,39.07924194955914,-97.89872917249092,0,0,0,0,0,0,2.1174440183191887
2025-05-26 21:38:20.646494,825.5733148019458,15.010423905489915,3436.7591590999054,-7.452278724982229,39.0792432208139,-97.89725514420766,0,0,0,0,0,0,2.1478982951943424
2025-05-26 21:38:35.646495,840.5837387074357,15.010423905489915,3531.289121890833,-3.116945279866564,39.08041276912514,-97.89710076994557,0,0,0,0,0,0,2.1788212717676676
2025-05-26 21:38:50.646497,855.5941626129256,15.010423905489915,3570.7700051009324,-11.55729876809119,39.08336296976786,-97.89457951686303,0,0,0,0,0,0,2.2102205732338085
2025-05-26 21:39:05.646498,870.6045865184157,15.010423905490029,3635.423205945128,-12.151891772256306,39.083347048617725,-97.89262938235258,0,0,0,0,0,0,2.2421039548933592
2025-05-26 21:39:20.646499,885.6150104239056,15.010423905489915,3682.0083040782138,-13.108113157342883,39.0840419211092,-97.89182833635051,0,0,0,0,0,0,2.274479304467933
